"","municipio","uf","lat","long"
"325","Guiricema","MG",-21.0087853,-42.7188314
"326","Gurinhatã","MG",-19.1428642,-49.797576475
"327","Heliodora","MG",-22.065229,-45.5425987333333
"328","Iapu","MG",-19.4388698,-42.2193508
"329","Ibertioga","MG",-21.4305054,-43.9671731
"330","Ibiaí","MG",-16.8600019,-44.9118375666667
"331","Ibiracatu","MG",-15.667301,-44.1686626
"332","Ibiraci","MG",-20.4643350071429,-47.1252169285714
"333","Ibirité","MG",-20.0212418083333,-44.0573454083333
"334","Ibitiúra de Minas","MG",-22.0604038,-46.4405818
"335","Ibituruna","MG",-21.1502523,-44.746012
"336","Ibiá","MG",-19.4926701375,-46.548900575
"337","Icaraí de Minas","MG",-16.2112558333333,-44.9014219666667
"338","Igarapé","MG",-20.0731184421053,-44.3038477842105
"339","Igaratinga","MG",-19.9515714,-44.7103545
"340","Iguatama","MG",-20.1741744,-45.7151425142857
"341","Ijaci","MG",-21.1713989,-44.9262094
"342","Ilicínea","MG",-20.9351216,-45.8317303
"343","Imbé de Minas","MG",-19.5968864333333,-41.9683068
"344","Inconfidentes","MG",-22.3168062333333,-46.3290939333333
"345","Indaiabira","MG",-15.4938117,-42.201879
"346","Indianópolis","MG",-19.0405891666667,-47.9171738666667
"347","Ingaí","MG",-21.4017137,-44.9186832
"348","Inhapim","MG",-19.5530035444444,-42.1242981222222
"349","Inhaúma","MG",-19.4931031,-44.392968
"350","Inimutaba","MG",-18.7300142333333,-44.3607041333333
"351","Ipaba","MG",-19.4140384333333,-42.4151647666667
"352","Ipanema","MG",-19.7992856,-41.7173849
"353","Ipatinga","MG",-19.4734110333333,-42.5331361755556
"354","Ipiaçu","MG",-18.6904405,-49.9432873666667
"355","Ipuiúna","MG",-22.0992021666667,-46.1913484333333
"356","Iraí de Minas","MG",-18.9874573333333,-47.4712741333333
"357","Itabira","MG",-19.6491721555556,-43.2295537777778
"358","Itabirinha","MG",-18.56398,-41.228161
"359","Itabirito","MG",-20.2550809388889,-43.8042836388889
"360","Itacambira","MG",-17.0630680666667,-43.308885
"361","Itacarambi","MG",-15.0986343,-44.096307
"362","Itaguara","MG",-20.3909266,-44.4873732923077
"363","Itaipé","MG",-17.4020993,-41.670711
"364","Itajubá","MG",-22.4229891851852,-45.4545518333333
"365","Itamarandiba","MG",-17.8573851,-42.8584573555556
"366","Itamarati de Minas","MG",-21.4060952,-42.8088484
"367","Itambacuri","MG",-18.0357064,-41.6763304
"368","Itambé do Mato Dentro","MG",-19.4182833,-43.3199679
"369","Itamogi","MG",-21.0799510384615,-47.0467565230769
"370","Itamonte","MG",-22.5132555285714,-45.1813844928571
"371","Itanhandu","MG",-22.2977484,-44.9267673
"372","Itanhomi","MG",-19.1726403866667,-41.86456778
"373","Itaobim","MG",-16.5614724,-41.503263
"374","Itapagipe","MG",-19.8939951230769,-49.3961757230769
"375","Itapecerica","MG",-20.4733188352941,-45.6554109941176
"376","Itapeva","MG",-22.7672699333333,-46.2216481333333
"377","Itatiaiuçu","MG",-20.1978482,-44.4232432
"378","Itaverava","MG",-20.6761891,-43.6093004
"379","Itaú de Minas","MG",-20.7406841333333,-46.7512285666667
"380","Itaúna","MG",-20.0729928846154,-44.5765863269231
"381","Itinga","MG",-16.6177472,-41.765176
"382","Itueta","MG",-19.3916308,-41.2230201
"383","Ituiutaba","MG",-18.9499198483871,-49.4828564290323
"384","Itumirim","MG",-21.3151746769231,-44.8616742923077
"385","Iturama","MG",-19.72784395,-50.194960155
"386","Itutinga","MG",-21.2951181,-44.6613008
"387","Jaboticatubas","MG",-19.5149035647059,-43.7450179294118
"388","Jacinto","MG",-16.1547008733333,-40.2933173266667
"389","Jacutinga","MG",-22.2860942307692,-46.6116278307692
"390","Jacuí","MG",-21.0155106,-46.7442409
"391","Jaguaraçu","MG",-19.6485646333333,-42.7532624
"392","Jampruca","MG",-18.4604922,-41.8092284
"393","Janaúba","MG",-15.81111432,-43.320457472
"394","Januária","MG",-15.475588208,-44.355115568
"395","Japaraíba","MG",-20.6360511333333,-44.6731288
"396","Japonvar","MG",-15.9973164,-44.273078
"397","Jaíba","MG",-15.3392413,-43.6769345
"398","Jeceaba","MG",-20.537105725,-43.98245635
"399","Jenipapo de Minas","MG",-17.0832106,-42.2610917
"400","Jequeri","MG",-20.4568844,-42.6602757
"401","Jequitaí","MG",-17.2340069,-44.4420349
"402","Jequitibá","MG",-19.2401829,-44.0273997
"403","Jequitinhonha","MG",-16.4348287,-41.007876
"404","Jesuânia","MG",-21.9969828333333,-45.2902919666667
"405","Joanésia","MG",-19.1754086,-42.6811466
"406","Joaquim Felício","MG",-17.7594359,-44.1697031
"407","Joaíma","MG",-16.6598318,-41.0256576
"408","Jordânia","MG",-15.9028134,-40.1779947
"409","Josenópolis","MG",-16.5486854,-42.5173505
"410","José Gonçalves de Minas","MG",-16.907378,-42.6045878
"411","José Raydan","MG",-18.2183212333333,-42.499758
"412","João Monlevade","MG",-19.8112214761905,-43.1750361238095
"413","João Pinheiro","MG",-17.7226460363636,-46.1256518727273
"414","Juatuba","MG",-19.95470775,-44.340749475
"415","Juiz de Fora","MG",-21.7617845315789,-43.3534356842105
"416","Juramento","MG",-16.8496778,-43.5880459
"417","Juruaia","MG",-21.251941,-46.5811105
"418","Juvenília","MG",-14.264725,-44.1598019
"419","Ladainha","MG",-17.6303623,-41.740026
"420","Lagamar","MG",-18.180798,-46.8086727
"421","Lagoa Dourada","MG",-20.91644195,-44.0752351333333
"422","Lagoa Formosa","MG",-18.77515312,-46.32320014
"423","Lagoa Grande","MG",-17.8392538333333,-46.5168632
"424","Lagoa Santa","MG",-19.62859168,-43.89105035
"425","Lagoa da Prata","MG",-20.0284440947368,-45.5249792526316
"426","Lagoa dos Patos","MG",-16.9817984,-44.5798553
"427","Lajinha","MG",-20.1519316,-41.6232085666667
"428","Lambari","MG",-21.9676324307692,-45.3468860923077
"429","Lamim","MG",-20.7878859,-43.4748777
"430","Laranjal","MG",-21.3617658,-42.4716097
"431","Lassance","MG",-17.8882406,-44.5817274
"432","Lavras","MG",-21.2469033419355,-44.9982302096774
